text	label	prediction	TP
deals sought allow uk deport terror suspects home countries without risk tortured sentenced death home secretary charles clarke told times hoped agreement several countries could reached move follows law lords judgement detention 12 men belmarsh prison london woodhill milton keynes unlawful 12 affected ruling algeria tunisia egypt jordan government told using anti-terror legislation brought 11 september hold men indefinitely without charge broke human rights laws mr clarke told times `` think prosecuting much energetically ability deport individuals concerned countries come '' said route pursued collaboration foreign secretary jack straw `` positive way '' mr clarke said seeking `` memorandums understanding '' overseas governments britain ensure suspects would subjected death penalty return however added `` think solution law lords judgement government deportations help `` strands '' liberal democrat 's shadow home secretary mark oaten accused mr clarke avoiding main issue belmarsh detainees `` critical issue home secretary dodging stage deal principle deal tackle problem future '' told bbc news `` want grasp issues means looking actually secure convictions country allowing example intercept communications telephone tapping included '' mr oaten said `` deportation may tackle initial problem want see wider debate urgently actually get trials convictions country '' `` unless get liberal democrats vote measure comes renewal march '' bbc 's home affairs correspondent daniel sandford said appeared mr clarke putting emphasis possibility deportation predecessor david blunkett said reaching understanding detainees home countries could difficult `` people accused serious crimes home countries 's easy agreement get think suspects wo n't solution '' daniel sandford said ministers may try put forward solutions allowing secret evidence put normal criminal trials developing secret trials process next weeks `` government may try deport left see work way putting trial '' said	2	2	True
bath signed former scrum-half andy williams short-term deal neath-swansea ospreys wales international williams whose contract welsh region due expire june agreed contract end season martyn wood 's injury likely keep february bath need experienced back-up nick walshe said williams `` opportunity presented really think twice '' williams capped wales romania 2003 figure match squad monday 's zurich premiership match sale sharks lost ospreys starting place new zealander jason spice fallen behind pecking order welsh region two outstanding young prospects richie rees rhodri wells bath director rugby jack rowell though believes williams fits bill perfectly `` playing regular heineken cup celtic league rugby great affection bath '' rowell told bath 's official website `` delighted able welcome back club ''	3	1	False
charlie simpson took new band fightstar stage friday night hours officially announcing departure pop band busted greeted sell-out crowd university warwick confirmation busted 's long-rumoured split come earlier day simpson held press conference london bandmates matt willis james bourne three band members stressed break amicable although bourne admitted `` devastated '' hear simpson 's departure `` really difficult decision '' 19-year-old simpson revealed `` hope fans understand '' simpson declared would look back pride busted 's enormous success focus turned immediately fightstar friday 's press conference coinciding start band 's 13-date tour uk fuelled news 1,400 tickets see charlie 's first post-busted live appearance university warwick 's student union sold rapidly mike eccleshall venue 's promotions coordinator said `` tickets selling strongly past days sales went mad news broke completely sold 4pm '' queues outside venue long expectations high pressure fightstar impress although many dedicated fans travelled gig around country faced tough crowd made chiefly students average age audience far exceeding busted concert gone screaming girls simpson become accustomed support act brigade fronted simpson 's brother played short set first met general approval fightstar eventually took stage around 11pm however riotous cheer easily drowned hecklers lurking crowd unfortunately band initially hindered technical teething problems simpson 's guitar amplifier failed work sound technicians rushed fix band members best improvise eventually got way fightstar 's blend emotionally charged rock warmly received far heavier less commercial busted 's chart-topping pop-punk band undoubtedly appeal mature fan-base warwick student helen clutterbuck admitted `` came check fightstar controversy `` 've never heard 'm pretty impressed '' less impressed fellow students ryan crabbe gordon rennie observed `` fightstar charlie clearly progressed busted 's sound 're still inspiring '' fightstar played around 45 minutes showcasing material forthcoming ep called liked better dead due release february	1	1	True
belgian sports minister centre svetlana kuznetsova doping row says apologise making allegations claude eerdekens claims us open champion tested positive ephedrine exhibition event last month criticised making announcement said `` never apologise product banned 's explain 's '' kuznetsova says stimulant may cold remedy took russian said nothing wrong taking medicine event women 's tennis association cleared kuznetsova offence drug banned taken competition eerdekens said made statement order protect three players took part tournament belgian justine henin-hardenne nathalie dechy france russia 's elena dementieva dechy fuming implicated row `` happy see face cover page talking doping '' dechy said `` 'm really upset think belgian government really bad job `` think deserve apology guy say anything like say stuff like saying 's one girls terrible '' dementieva also angry says dechy real victims scandal `` idea days 's hard '' said `` wta trying handle problem saying three victims see two victims story nathalie dechy really nothing `` honest n't feel like want talk sveta 'm upset way everything happened ''	3	1	False
gordon d'arcy ruled ireland team saturday 's six nations clash scotland murrayfield like skipper brian o'driscoll d'arcy failed recover hamstring injury side led munster lock paul o'connell shane horgan switches wing centre joined ulster 's kevin maggs girvan dempsey comes team take right wing spot gavin duffy called replacements '' gave gordon chance n't work '' said ireland coach eddie o'sullivan '' terms risk element sensible precaution fine next game want tempt fate '' maggs win 67th cap obvious replacement centre shane horgan always likely moved wing change ireland side last weekend 's win rome sees wasps flanker johnny o'connor replacing denis leamy o'connor winning third cap making debut victory south africa last november murphy dempsey horgan maggs hickie o'gara stringer corrigan byrne hayes o'kelly o'connell capt easterby o'connor foley sheahan horan o'callaghan miller easterby humphreys duffy	3	1	False
ministers telling councils find sites travellers amid continuing rows concerning string unauthorised encampments councils also given stronger powers move illegal settlements gypsy communities rural land money given councils develop official caravan parks said housing minister yvette cooper november mps urged ministers make councils create sites 3,500 travellers place stop ms cooper said annual scheme refurbish existing traveller sites would extended consider council bids new stopping places scheme paid £25m four years £8m available 2005 `` two major problems planning system moment concerning gypsy traveller sites '' said ms cooper `` firstly local authorities identifying enough appropriate locations either private public sites secondly enough powers deal swiftly development inappropriate sites `` result many developments inappropriate sites causing tensions difficulties neighbouring communities gypsies travellers `` consulting new obligation local authorities identify appropriate sites well new powers take immediate action development wrong place tolerated even short-term risk local amenity environment '' new regulations expected force spring officials able serve `` temporary stop notices '' aimed preventing works site council chance obtain full legal ban many mps rural constituencies particularly eastern england pressing government create stronger enforcement powers saying villagers suffering legal delays removing illegal encampments andrew ryder traveller law reform coalition said `` welcome talk obligation councils identify land gypsies travellers long real obligation opposed recommendation could easily ignored `` new accommodation proposals travellers need backed decent funding intervention government councils attempt dodge responsibilities towards travellers often `` living side road worn planning appeals legal action eviction one 's idea fun '' november report mps committee scrutinising office deputy prime minister responsible housing said illegal traveller encampments caused lack places stop numerous communities councils paying lengthy expensive evictions travelling communities said mps turn problems worsened councils reluctant voluntarily provide sites resistance residents two controversial traveller sites cottenham cambridgeshire minety wiltshire remain embroiled ongoing legal battle	2	2	True
broadband jumbo jet 2003 would seen taxiing runway firing engines preparing take-off year seen soar spring literally took skies lufthansa british airways trialled flights perhaps said indispensable people beginning perceive technology rather useful sky-high broadband would actually flying high autumn five million britons signed high-speed net access home enthusiasm unlikely dampen time soon experts predict end next year numbers risen eight million 30 homes two key factors whetting people 's appetite falling prices huge marketing push operators bt telewest offered standard 512k broadband less £20 beginning year invisible barrier breached broadband truly gone mass market feeding frenzy followed firms vied eyeballs price war reminiscent following mass market take-up dial-up broadband less £10 even touted firms although low price raised eyebrows among established companies questioning able sustain business models became broadbanders 2004 turning back days waiting modem kick began seem outdated idea jungle without celebrities rest world also falling love benefits fast internet access tune 100 million connections worldwide april prompting research firm point topic declare one fastest growing technologies ever september number broadband connections uk finally overtook dial-up december bt announced making new broadband connection every 10 seconds broadband mentioned 10 o'clock news tabloids sun even carried cartoon joke two significant pieces news broadband items make headlines may bt quietly announced shaving 70 cost allowing operators access telephone exchanges so-called local loop unbundling vital local loop crucial link telephone exchanges homes moment bt stranglehold 80 lines making key voice deciding adsl products get homes cheaper local loop unbundling rivals bt offer faster services leave broadband today looking positively tortoise-like mean uk finally catch countries france netherlands homes routinely enjoying speeds 15mb megabits per second major price fall means rather talk companies actually starting get equipment bt 's exchanges may seem exciting remarkable transition given years ago arguments local loop unbundling bore passing resemblance northern ireland peace talks fraught bitter end sight another big piece news broadband users 2004 extension bt 's reach meaning 95 population could get broadband regardless far away exchange lived slight caveat wanting upgrade 1mbps broadband still live within six kilometres broadband-enabled exchange thousands frustrated inability get technology news meant could finally join broadband fast access telephone cable operators ntl telewest also bumper year biggest news increased speeds introducing 2mb 3mb services users offering free upgrade 512k cable operators limited reach perhaps testament big deal local loop unbundling could become even considering extending range via route broadband seem confusing consumers huge amount operators offering many different products capped bandwidth different length contracts set-up fees unlikely get less easy understand 2005 remains plane worth catching gets faster offers extras cheap telephone calls online real thing remember coming year enjoy ride	4	1	False
chinese net-using population looks set exceed us less three years says report china 's net users number 100m represents less country 's 1.3 billion people market analysts panlogic predicts net users china exceed 137 million us users net 2008 report says country 's culture mean chinese people use net different ends many nations already net use china different character many western nations said william makower chief executive panlogic many western nations desktop computers access net hard escape work contrast china workplace machines relatively rare combined relatively high cost pcs china time takes get phone lines installed helps explains huge number net cafes china 36 chinese homes telephones according reports `` net usage tends happen evening '' said mr makower `` get access go home go internet caf 233 '' `` fundamentally different usage '' said net use china still much urban phenomenon users living country 's eastern seaboard three biggest cities net key helping chinese people keep touch friends said mr makower many people use preference phone arrange meet friends net cafes people net also limited aspects chinese life instance said mr makower credit cards rare china partly fears people getting debt `` popular way pay cash-on-delivery '' said `` 's quite brake development e-commerce '' arrival foreign banks china due 2006 could mean greater use credit cards moment rare said mr makower chinese people spending cash online interested news get via net view gives western ways living `` large part attraction internet goes radar '' said `` generally 's difficult government able control '' `` real value open window onto 's happening elsewhere world '' said government restrictions much advertising appear television means net source many commercial messages chinese people would see anywhere else familiarity net also certain social cachet `` 's sign made use internet navigate around '' said mr makower	4	2	False
liberal democrat leader charles kennedy begun week-long tour persuade voters `` real opposition '' mr kennedy visiting constituencies somerset hampshire monday rural seats party hoping make gains conservatives later visit places liverpool labour targeted labour say lib dem vote could `` let tories '' tories say lib dems would mean `` higher taxes soft crime laws power europe '' mr kennedy 's tour comes labour leader tony blair conservative leader michael howard step campaigning ahead next general election widely expected held may tuesday mr kennedy visit leicester south lib dem mp parmjit singh gill overturned big labour majority win seat last year 's by-election stops shrewsbury north dorset liverpool manchester basingstoke west london planned later week liberal democrats say northern cities race labour southern seats particularly south west tories speaking bbc 's westminster hour sunday mr kennedy said upcoming general election widely tipped may would much unpredictable others `` recent experience '' asked whether realistic assume liberal democrats could win general election said `` 's limit ambitions party `` got responsible got credible got demonstrate people task '' mr kennedy said british public felt let labour issues iraq top-up fees conservatives `` asking critical questions '' said people `` highly sceptical '' labour conservative promises tax brushed labour suggestions vote party would mean letting tories `` back door '' `` look four previous parliamentary by-elections liberal democrats demonstrated leapfrog conservatives start third place position go defeat government `` 's going story think coming general election ''	2	2	True
majority voters 68 believe prime minister damaged row david blunkett 's involvement visa application poll suggests nearly half surveyed said mr blunkett return cabinet labour next election 63 respondents sunday times poll thought former lover kimberly quinn acted vindictively 61 right resign yougov polled weighted sample 1,981 voters online 16-18 december mr blunkett resigned home secretary wednesday inquiry uncovered e-mail showing visa application mrs quinn 's former nanny speeded sir alan budd 's inquiry also found mr blunkett 's account events wrong almost quarter 21 polled sunday times said return cabinet straight election one four said back government 's top ranks within year two 39 opposed comeback three-quarters said mr blunkett right go court right see mrs quinn 's son says fathered 14 voiced sympathy mrs quinn total 53 polled said sympathy mr blunkett 40 saying forty-three per cent thought mr blunkett done good job home secretary 17 disagreed meantime 32 said mr blair good prime minister 38 disagreed majority 52 said chancellor gordon brown done good job 16 disagreed second poll independent sunday found support political parties remained largely unchanged blunkett controversy labour lead conservatives 39 34 liberal democrats 19 communicateresearch interviewed 401 people david blunkett 's resignation 601 afterwards 82 said mr blunkett set good example wanting take responsibility child says 42 backed legal action compared 45 thought unbecoming thirty per cent said affair showed mr blunkett could trusted minister 63 disagreed	2	1	False
new health minister wales says lessons learn england tackling waiting lists dr brian gibbons first full day job jane hutt sacked admitted `` big challenges '' insisted `` essentials '' place plaid cymru liberal democrats said dr gibbons needed change policy meanwhile ms hutt defended record saying waiting times lists `` 10 health agenda dr gibbons gp blaengwynfi upper afan valley becoming aberavon said nhs staff wanted period consolidation `` tremendous change reform '' one biggest problems faced ms hutt five-and-a-half years assembly 's first health minister length waiting lists wales november british medical association said nhs staff `` weeping despair '' figures showed 311,000 people waiting treatment wales 2,400 previous month month lists england lowest 17 years 856,600 people waiting treatment dr gibbons told radio wales `` doubt managing waiting lists england done lot useful work need learn '' said nhs wales also needed create healthier population rather respond ill health balanced view priorities important `` need consistent across-the-board approach recognising patients experience use service going end day main test service working '' said nhs staff wanted period consolidation `` tremendous change reform '' later dr gibbons praised work ms hutt saying `` agreed everything 's done '' change health service wales dr gibbons said accepted problem job build foundations put place predecessor also acknowledged waiting list issue sorted rest assembly government 's health policy would overshadowed opposition members labour mps long called ms hutt 's removal sustained criticism extended hospital waiting times first minister rhodri morgan told bbc wales agreed ms hutt 2003 would health minister run-up 2007 elections `` 's job five years eight months apart nye bevan architect nhs n't think anybody ever done job long '' mr morgan said told ms hutt reshuffle monday morning said nhs wales dr gibbons `` baby '' response dr gibbons comments ieuan wyn jones leader plaid cymru group assembly said `` apparent reshuffle first minister changing deckchairs sinking titanic '' kisrty williams lib dems added `` underlying policy going continue changing minister serve purpose deflect flak labour 's mps '' said meanwhile ms hutt said hoped `` people wales would benefit investment past five years eight months '' asked waiting lists said waiting times lists `` 10 health agenda '' welsh assembly government `` turned corner '' issue	2	2	True
despite short-lived increase palestinian jobs 2003 economy performing well potential said world bank report unemployment stood 25 compared 10 uprising israeli occupation four years ago young people particularly hard hit 37 work compared 14 four years ago 104,000 new jobs created last year brief easing violence closures however first half year palestinian economy lost 22,000 jobs last year 's growth rate also attributed temporary gap violence report said according report intifada closures palestinian economic crisis assessment close link number closures border closures internal closures cities palestinian economic problems closures arranged israel restrict movement palestinian people goods slowing trade `` closures key factor behind today 's economic crisis west bank '' said nigel roberts world bank country director west bank gaza nearly half palestinians 47 live poverty line particularly vulnerable economic shocks report said even would poverty line without average 950m year international donors goes towards job creation also called palestinian authority revive reform programme maintain financial discipline create investment-friendly climate week colin powell us secretary state visiting west bank stress us support smooth palestinian election january	0	1	False
hollywood preparing biggest night film world 's calendar 77th academy awards sunday host stars expected grace red carpet outside los angeles kodak theatre including johnny depp cate blanchett leonardo dicaprio british actors attendance include nominees clive owen imelda staunton kate winslet director mike leigh aviator leads shortlist critics believe night may belong clint eastwood 's million dollar baby recent poll us pundits found eastwood 's boxing drama become new favourite win best film howard hughes biopic 74-year-old win become oldest person ever named best director ceremony uk critics still favour aviator best film believe best director title generate close fought battle eastwood martin scorsese scorsese never best director prize despite four previous nominations films including raging bull goodfellas gangs new york eastwood best director unforgiven 1993 experts predict twice-nominated jamie foxx win best actor portrayal singer ray charles vera drake star imelda staunton looks likely lose best actress field hilary swank million dollar baby uk 's highest hopes remain clive owen scooped golden globe bafta supporting role closer actor comedian chris rock host event broadcast seven-second time delay allow censors cut unsuitable content `` bleep machine ready bleeps used needed '' producer gil cates told reporters however added strongly disapproved growing tendency censor live broadcasts us tv also played fears rock known using strong language stand-up routines might cause controversy night 40-year-old comic already promised swear live air show `` chris sense humour everything says really said humorously '' cates said `` need movie star someone stand-up comic deal vicissitudes show '' security also tight police employing system detect sarin nerve gas `` pulling stops '' said john miller chief counterterrorism los angeles police department show `` symbol american culture potential high-visibility target '' added meanwhile organisers erected canopy red carpet following outbreak torrential rain los angeles past week cates said covers would removed threat wet weather receded details also emerged contents year 's gift bags given nominees presenters night year 's bags include gift certificate luxury beach resort pair mink eyelashes kitchen set year 's supply tea coffee event televised abc network 1700 local time 0100 gmt sky movies uk 0130 gmt	1	1	True
football association said bringing charges tunnel incident prior arsenal manchester united game arsenal 's patrick vieira earlier denied accusations threatened gary neville 4-2 defeat vieira also clashed opposing skipper roy keane referee graham poll separate `` referee confirmed satisfied dealt incident time '' said fa statement means united 's win pass without intervention governing body whose new chief executive brian barwick highbury stands `` n't threaten anybody big enough players handle '' said vieira `` talk roy keane 's gary neville big lad handle `` played better us deserved win '' neville admitted incidents game insisted distracted focus `` couple things happen game disappoint '' said `` especially players calibre 's tough game 've around long time '' neville admitted enjoyed match punctuated fouls sending mikael silvestre head-butting freddie ljungberg `` thought horrible game first half much better second '' said `` way happened football match '' match keane accused vieira starting row `` patrick vieira 6ft 4in go gary neville said 'have go '' said `` wants intimidate players thinks gary neville easy target 'm '' manchester united manager sir alex ferguson added `` vieira well wound `` 've heard different stories patrick vieira apparently threatened players things like ''	3	2	False
british hopes winning major oscars dashed uk stars failed win acting directing prizes despite three nominations mike leigh 's vera drake failed take director screenplay awards prize star imelda staunton kate winslet also lost best actress hilary swank clive owen sophie okonedo failed win best supporting actor awards uk 's andrea arnold short film award gritty drama wasp arnold presented children 's television shows number 73 motormouth 1980s said `` totally overwhelming '' win wasp tells story single mother living breadline beating films fellow uk nominees gary mckendry ashvin kumar `` everyone worked extremely hard know '' arnold said accepted prize `` beers get home '' earlier british costume designer sandy powell oscar aviator beating finding neverland 's uk designer alexandra byrne process `` 'm thrilled film people worked '' said ms powell `` hopefully 'll staying celebrate 've sick three days want make night '' british visual effects team behind harry potter prisoner azkaban less fortunate however losing oscar category spider-man sunday 's ceremony owen bookmakers favourite role romantic drama closer already clinched golden globe award first time actress okonedo shortlisted chosen performance hotel rwanda 1994 rwandan genocide also debut nomination staunton 49 played abortionist vera drake mike leigh 's film leigh previously received three oscar nominations secrets lies topsy turvy winslet said `` ecstatic '' fourth oscar nomination career time lead role eternal sunshine spotless mind among british talent nominated oscars composer andrew lloyd webber lyricist charles hart nominated best original song learn lonely phantom opera movie award al otro lado del rio motorcycle diaries cinematographer john mathieson nominated gladiator 2001 also phantom opera lost aviator finding neverland garnered another nomination british talent gemma jackson shortlisted art direction prize lost category aviator spokesman uk film council said `` disappointing british winners '' added `` extraordinary 24 british nominees initial list nominees ''	1	1	True
number personal computers worldwide expected double 2010 1.3 billion machines according report analysts forrester research growth driven emerging markets china russia india report predicted third new pcs markets china adding 178 million new pcs 2010 said low-priced computers made local companies expected dominate territories forrester said report comes less week ibm pioneer pc business sold pc hardware division china 's number one computer maker lenovo 1.75bn £900m deal make combined operation third biggest pc vendor world `` today 's products western pc vendors wo n't dominate markets long term '' simon yates senior analyst forrester said `` instead local pc makers like lenovo group china aquarius russia better tailor pc form factor price point applications local markets ultimately win market share battle '' said currently 575 million pcs use globally united states europe asia-pacific expected add 150 million new pcs 2010 according study report forecast 80 million new pc users india 2010 40 million new users indonesia	4	1	False
pan-european group euronext poised launch bid london stock exchange uk media reports say last week lse rejected takeover proposal german rival deutsche boerse 530 pence-a-share offer valued exchange £1.35bn lse saw shares rise 25 said bid undervalued business euronext formed brussels paris amsterdam exchanges merged reportedly working three investment banks possible offer lse europe 's biggest stock market key prize listing stocks total capitalisation £1.4 trillion euronext already presence london due 2001 acquisition london-based options futures exchange liffe trades lse cleared via clearnet euronext quarter stake euronext also operates exchange lisbon last week appointed ubs abn amro additional advisors also working morgan stanley despite rejection deutsche boerse bid last week werner seifert chief executive frankfurt-based exchange may well come back improved offer long wanted link london two tried failed seal merger 2000 responding lse 's rebuff deutsche boerse whose market capitalisation £3bn said believed could show proposal offered benefits still hoped make cash bid last week lse said bid undervalued `` advised assurance transaction could successfully implemented '' however indicated open talks meanwhile german magazine der spiegel said part mr seifert 's negotiations lse base future board merged exchange mr seifert suggested merged company would run london mayor frankfurt raised concerns move could cost german jobs many analysts believe german boerse financial firepower euronext came bidding war	0	1	False
anil ambani younger two brothers charge india 's largest private company resigned running petrochemicals subsidiary move likely seen latest twist feud mr ambani brother mukesh anil 45 stepped director vice-chairman indian petrochemicals corporation ipc company available comment ipc 46 -owned reliance industries turn run mukesh mukesh spoken ownership issues two brothers took control reliance empire following death father july 2002 reliance 's operations massive reach covering textiles telecommunications petrochemicals petroleum refining marketing well oil gas exploration insurance financial services brothers spat hogged headlines india recent weeks despite denial family anything wrong speculation rife triggered stand-off observers blaming anil 's political ambitions others heavy investment mukesh reliance mobile phone venture shares ipc dipped news mumbai recovered trade almost higher reliance shares added 1.7 reliance energy headed anil jumped	0	1	False
marat safin suffered shock loss unseeded nicolas kiefer round one dubai tennis championships playing first match since winning australian open safin showed good touches beaten 7-6 7-2 6-4 in-form kiefer german got top first-set tie-break striking sweet forehand win first point serve maintained momentum early second set breaking russian help inspired volley spain 's feliciano lopez lined second round clash andre agassi beating thailand 's paradorn srichaphan lopez lost three sets roger federer last year 's final 6-2 3-6 6-3 former champion fabrice santoro france beaten 6-3 6-0 sixth seeded russian nikolay davydenko also wins two russians igor andreev seventh seed mikhail youzhny	3	1	False
premiership footballer record company boss kevin campbell gained court injunction stopping singer mark morrison releasing album everton striker signed morrison fledging wikid records label claims spent thousands pounds producing album innocent man attempting prevent morrison releasing album monday another label morrison vowed ignore order saying `` judge gon na stop '' morrison well known brushes law music career rose fame 1996 single return mack leicester singer struggled repeat success following two spells jail one hiring stand-in complete community service possession stun gun three-months following nightclub fracas signed mr campbell 's label year ago released one single label saying album due release 24 january mr campbell said learned morrison planned release album jet star advertising website mr campbell said `` 'm glad granted injunction 'm completely gutted go far `` mark morrison given everything asked wikid seems could n't help return old ways `` 've worked hard realise ambition football hoped future career would music business `` always dreamt starting record label mark morrison spoilt dream loyalty business greed '' morrison determined album released monday said `` injunction ludicrous `` signed new deal new record company getting support needed wikid `` label year time released one record properly promoted added `` whole world waiting album come december 27 injunction judge stop mack return '' case set heard high court 20 december	1	2	False
uk mobile owners continue break records text messaging latest figures showing 26 billion texts sent total 2004 figures collected mobile data association mda showed 2.4 billion fired december alone highest monthly total ever 26 december 2003 records even surpassed mda 's predictions said every day 78 million messages sent signs slow december 's bumper text record previous highest monthly total october 2004 2.3 billion sent text messaging set smash records 2005 said mda forecasts suggesting total 30 billion year even though mobiles becoming increasingly sophisticated much multimedia applications texting still one useful functions mobiles people using sms much booking cinema tickets text voting news sports text alerts growing popular mobile owners also given chance donate disasters emergency committee 's dec asian tsunami fund texting `` donate '' simple short code number looking ahead year mda 's chairman mike short predicted people go online mobiles estimating 15 billion wap page impressions handsets gprs capability `` always '' net connection rise 75 3g mobile ownership growing five million end 2005 third generation mobiles offer high-speed connection means data like video received phone globally mobile phone sales passed 167 million third quarter 2004 according recent report analysts gartner 26 previous year predicted would two billion handsets use worldwide end 2005	4	1	False
number people work europe 's largest economy risen tenth straight month growth remains stubbornly slow german unemployment rose 7,000 november 4.464 million people 10.8 workforce seasonally adjusted rise showed smaller rise expected government measures encourage job creation began take effect officials said stagnant growth still stifling job market `` clear signs revival domestic demand '' said frank-juergen weise head federal labour agency statement `` growth 0.1 ... third quarter still insufficient deliver positive momentum labour market '' high oil prices soaring euro damages competitiveness exporters also negative effect said brunt unemployment still felt eastern part germany rate 18.8 unemployment stuck million years government chancellor gerhard schroeder put job creation top agenda controversial package measures shake incentives get back work paid cutting cherished benefits sparked anger among german workers strikes number industries notably among country 's iconic carmakers demonstrated displeasure well fears job losses outsourcing takes hold among new initiatives so-called `` one-euro jobs '' top unemployment benefit scheme 's formal launch january hirings positions already taking place affecting unemployment statistics economists said `` deterioration labour market come surprise '' said isabelle kronawitter hypovereinsbank `` job creation measures probably prevented stronger increase seasonally adjusted numbers ''	0	2	False
tim henman 's decision quit davis cup tennis left british team gargantuan void fill world number seven tied fourth among countrymen wins history tournament 36 50 rubbers great britain 's last davis cup win without henman came slovenia far back 1996 worse could follow according former british team member chris bailey bailey told bbc sport `` tim 's announcement doubt greg rusedski far behind '' without top two leave british ambitions sport 's premier team event captain jeremy bates singled alex bogdanovic andrew murray potential replacements yugoslavian-born bogdanovic though 184 places henman world rankings played two cup ties winning one losing murray hand 407th current atp entry list yet make cup debut bailey see hope future said `` 've dropped euro-africa zone time right step let young guys come fore '' britain 's next opponents israel hardly likely quaking boots ahead 4-6 march match likely trio bogdanovic murray 187th-ranked arvind parmar bailey said `` tough gb move comes time young players step always going inevitable tim greg 's growing years `` 'm confident future would n't lay money us getting back world group next year 'd imagine five years time 'll competing major honours '' lining replace henman 17-year-old murray four futures titles belt last year looks best long-term bet `` murray one looks likeliest take tim 's mantle '' said bailey `` enormous amount self-confidence judging 's said past '' bogdanovic three years murray 's senior troubled time britain 's davis cup umbrella murray marked britain 's golden boy bogdanovic warned lawn tennis association lack drive end 2003 bailey said `` despite alex clearly talented well arvind another contender `` 're among guys experienced intensity davis cup tennis whether players sidelines `` lta always done exceptional job ensuring `` 'll finally get play regularly cauldron cup 'm confident springboard team gb greater success ''	3	1	False
china ordered halt construction work 26 big power stations including two three gorges dam environmental grounds move surprising one china struggling increase energy supplies booming economy last year 24 provinces suffered black outs state environmental protection agency said 26 projects failed proper environmental assessments topping list controversial dam scenic upper yangtze river `` construction projects started without approval assessment environmental impact ... typical illegal projects construction first approval next '' said sepa vice-director pan yue statement agency 's website projects may allowed start work proper permits others would cancelled said altogether agency ordered 30 projects halted projects included petrochemicals plant port fujian bulk list made new power plants extensions existing ones stoppages would appear another step central government 's battle control projects licensed local officials however previous crackdowns tended focus projects government argued overcapacity steel cement government encouraged construction new electricity generating capacity solve chronic energy shortages forced many factories onto part-time working last year 2004 china increased generating capacity 12.6 440,700 megawatts mw biggest single project halted xiluodi dam project designed produce 12,600 mw electricity built jinshajiang 'river golden sand upper reaches yangtze known second third agency 's list two power stations built 22bn three gorges dam project central yangtze underground 4,200 mw power plant 100 mw plant three gorges dam proved controversial china half million people relocated make way abroad drawn criticism environmental groups overseas human rights activists damming upper yangtze also begun attract criticism environmentalists china april 2004 central government officials ordered halt work nearby nu river part united nations world heritage site three parallel rivers site covers yangtze mekong nu also known salween according uk-published china review move reportedly followed protest thai government downstream impact dams critical documentary made chinese journalists china 's energy shortage influenced global prices oil coal shipping last year	0	1	False
spanish movie sea inside named best picture star javier bardem best actor bangkok international film festival based true story paralysed man 's battle end life sea inside best foreign language film 2005 golden globe awards annette bening ana geislerova shared best actress award bangkok festival year 's event scaled following asian tsunami disaster falling phantom opera director joel schumacher lifetime achievement award hong kong director wong kar-wai honoured promoting asian cinema `` 's great honour want share honour thai colleagues '' wong said french writer christophe barratie korean writer park chan-chook shared best screenplay award les choristes old boy respectively third year bangkok international film festival donating profits ticket sales tsunami relief fund	1	1	True
super high-speed wireless data networks could soon use uk government 's wireless watchdog seeking help best way regulate technology behind networks called ultra wideband uwb ofcom wants ensure arrival uwb-using devices cause problems already use part radio spectrum uwb makes possible stream huge amounts data air short distances one likely uses uwb make possible send dvd quality video images wirelessly tv screens let people beam music media players around home technology potential transmit hundreds megabits data per second uwb could also used create so-called personal area networks let person 's gadgets quickly easily swap data amongst technology works range 10 metres uses billions short radio pulses every second carry data recent consumer electronics show las vegas products uwb chips built-in got first public airing currently use uwb allowed uk strict licencing scheme `` 're seeking opinion industry find whether allow uwb licence-exempt basis '' said spokesman ofcom companies 24 march respond april ec due start consultation europe-wide adoption uwb cross-europe body radio regulators known european conference postal telecommunications administrations cept carrying research harmonisation programme early sight cept work caused controversy think over-emphasises uwb 's potential interfere existing users contrast preliminary ofcom report found would quite straight-forward deploy uwb without causing problems already use ofcom spokesman said considering imposing `` mask '' set technical restrictions uwb-using devices `` would want devices strict controls power levels transmit long way wide area '' said despite current restrictions technology already used cambridge-based ubisense 40 customers around world using short-range radio technology said david theriault standards regulatory liaison ubisense said uwb driving novel ways interact computers `` 's like 3d mouse time '' said said european decisions uwb allied ieee decisions exact specifications would help drive adoption prior adoption way gadgets computers communicate uwb used sensing technology used spot things cracks surface runways help firemen detect people walls	4	2	False
